,age,date,prov_name,perpetrator_en_new,excuses_cat
509,35,2/5/2016, istanbul,partner,Fight
510,22,2/5/2016, gaziantep,relative,Other
511,40,2/5/2016, ankara,relative,Other
512,36,2/5/2016, gaziantep,relative,Other
513,48,2/4/2016, antalya,partner,Unknown
514,31,2/3/2016, adana,brother,Masculinity&Honor
515,50,2/3/2016, bursa,partner,Masculinity&Honor
516,22,2/1/2016, kastamonu,partner,Unknown
517,34,1/30/2016, istanbul,partner,Separation & Jealousy
518,40,1/30/2016, istanbul,known man,Separation & Jealousy
519,22,1/28/2016, yozgat,partner,Other
520,20,1/28/2016, kocaeli,partner,Separation & Jealousy
521,18,1/27/2016, ankara,father,Unknown
522,45,1/27/2016, ankara,partner,Unknown
523,16,1/24/2016, elazig,relative,Fight
524,33,1/20/2016, antalya,partner,Separation & Jealousy
525,53,1/20/2016, isparta,son,Other
526,15,1/20/2016, balikesir,boyfriend,Masculinity&Honor
527,67,1/20/2016, samsun,son,Other
528,,1/20/2016, isparta,known man,Other
529,63,1/20/2016, batman,relative,Other
530,46,1/19/2016, artvin,partner,Other
531,84,1/19/2016, konya,attacker,Other
532,60,1/18/2016, gaziantep,partner,Other
533,26,1/15/2016, aydin,boyfriend,Separation & Jealousy
534,37,1/15/2016, duzce,son,Woman Decision and Preferences
535,30,1/15/2016, kocaeli,partner,Separation & Jealousy
536,31,1/14/2016, i̇zmir,ex-partner,Unknown
537,49,1/9/2016, corum,son,Other
538,19,1/8/2016, adana,father,Other
539,26,1/7/2016, bursa,ex-partner,Masculinity&Honor
540,27,1/7/2016, zonguldak,boyfriend,Unknown
541,35,1/6/2016, rize,known man,Sexual expectation
542,26,1/4/2016, i̇zmir,known man,Other
543,23,1/3/2016, batman,boyfriend,Unknown
544,40,1/1/2016, aydin,ex-partner,Children
545,28,1/1/2016, osmaniye,father,Separation & Jealousy
546,30,12/28/2015, tokat,partner,Unknown
547,20,12/26/2015, gaziantep,attacker,Unknown
548,36,12/25/2015, samsun,partner,Separation & Jealousy
549,,12/23/2015, istanbul,known man,Woman Decision and Preferences
550,43,12/22/2015, trabzon,ex-partner,Woman Decision and Preferences
551,24,12/19/2015, kirklareli,ex-partner,Separation & Jealousy
552,23,12/14/2015, kayseri,boyfriend,Other
553,41,12/13/2015, gaziantep,brother,Other
554,42,12/13/2015, gaziantep,brother,Other
555,35,12/13/2015, erzincan,known man,Other
556,26,12/12/2015, kars,partner,Separation & Jealousy
557,50,12/8/2015, bingol,brother,Unknown
558,30,12/7/2015, antalya,boyfriend,Sexual expectation
559,20,12/6/2015, aydin,partner,Separation & Jealousy
560,3,12/6/2015, aydin,father,Unknown
561,,12/3/2015, istanbul,attacker,Woman Decision and Preferences
562,23,12/3/2015, i̇zmir,partner,Separation & Jealousy
563,16,12/3/2015, kirikkale,father,Masculinity&Honor
564,52,12/3/2015, aydin,boyfriend,Unknown
565,21,12/1/2015, bursa,relative,Other
566,41,12/1/2015, bursa,boyfriend,Other
567,40,11/29/2015, konya,partner,Separation & Jealousy
568,50,11/28/2015, istanbul,attacker,Other
569,33,11/24/2015, istanbul,known man,Woman Decision and Preferences
570,20,11/23/2015, istanbul,ex-partner,Masculinity&Honor
571,60,11/22/2015, mugla,son,Unknown
572,40,11/20/2015, istanbul,boyfriend,Other
573,49,11/19/2015, samsun,known man,Other
574,40,11/15/2015, istanbul,partner,Separation & Jealousy
575,30,11/15/2015, gaziantep,boyfriend,Other
576,43,11/13/2015, trabzon,partner,Separation & Jealousy
577,38,11/12/2015, manisa,ex-partner,Unknown
578,32,11/11/2015, bursa,boyfriend,Masculinity&Honor
579,25,11/11/2015, kocaeli,partner,Separation & Jealousy
580,37,11/9/2015, bursa,partner,Other
581,10,11/9/2015, bursa,father,Other
582,60,11/8/2015, mugla,known man,Other
583,45,11/7/2015, i̇zmir,brother,Other
584,26,11/4/2015, igdir,partner,Unknown
585,46,11/3/2015, hatay,partner,Separation & Jealousy
586,31,11/3/2015, istanbul,partner,Unknown
587,30,11/2/2015, kutahya,partner,Separation & Jealousy
588,83,11/2/2015, balikesir,partner,Other
589,57,11/2/2015, balikesir,partner,Separation & Jealousy
590,18,11/1/2015, gaziantep,boyfriend,Other
591,20,10/30/2015, gaziantep,boyfriend,Separation & Jealousy
592,34,10/30/2015, istanbul,boyfriend,Unknown
593,43,10/30/2015, edirne,known man,Separation & Jealousy
594,34,10/29/2015, istanbul,partner,Separation & Jealousy
595,48,10/28/2015, i̇zmir,partner,Other
596,19,10/27/2015, afyonkarahisar,partner,Other
597,57,10/26/2015, mersin,ex-partner,Masculinity&Honor
598,27,10/25/2015, zonguldak,partner,Separation & Jealousy
599,,10/22/2015, istanbul,partner,Other
600,72,10/21/2015, kirikkale,partner,Other
601,31,10/21/2015, gaziantep,father-in-law,Sexual expectation
602,51,10/21/2015, gaziantep,partner,Other
603,29,10/20/2015, ardahan,boyfriend,Woman Decision and Preferences
604,22,10/20/2015, ardahan,known man,Other
605,51,10/16/2015, eskisehir,partner,Masculinity&Honor
606,21,10/15/2015, bolu,known man,Separation & Jealousy
607,51,10/9/2015, giresun,partner,Other
608,45,10/8/2015, aydin,partner,Other
609,60,10/6/2015, gaziantep,brother,Other
610,33,10/4/2015, kocaeli,known man,Separation & Jealousy
611,18,10/3/2015, kocaeli,father,Masculinity&Honor
612,32,9/29/2015, antalya,partner,Separation & Jealousy
613,23,9/28/2015, trabzon,brother,Woman Decision and Preferences
614,45,9/25/2015, bursa,partner,Fight
615,20,9/24/2015, istanbul,boyfriend,Other
616,24,9/23/2015, manisa,relative,Other
617,22,9/19/2015, hatay,ex-partner,Other
618,47,9/19/2015, sakarya,partner,Other
619,53,9/19/2015, manisa,partner,Other
620,28,9/19/2015, istanbul,boyfriend,Masculinity&Honor
621,14,9/16/2015, adana,relative,Other
622,44,9/14/2015, canakkale,partner,Separation & Jealousy
623,40,9/14/2015, istanbul,known man,Other
624,25,9/14/2015, adana,brother,Masculinity&Honor
625,37,9/14/2015, istanbul,ex-partner,Separation & Jealousy
626,32,9/11/2015, bursa,partner,Masculinity&Honor
627,51,9/8/2015, duzce,relative,Fight
628,52,9/8/2015, duzce,relative,Fight
629,31,9/8/2015, i̇zmir,ex-partner,Separation & Jealousy
630,39,9/7/2015, konya,son,Fight
631,33,9/7/2015, antalya,ex-partner,Separation & Jealousy
632,37,9/6/2015, sivas,ex-partner,Separation & Jealousy
633,17,9/6/2015, samsun,partner,Other
634,,9/4/2015, trabzon,known man,Woman Decision and Preferences
635,24,9/4/2015, mersin,partner,Other
636,32,9/3/2015, diyarbakir,partner,Separation & Jealousy
637,18,9/1/2015, ankara,partner,Separation & Jealousy
638,38,8/29/2015, manisa,boyfriend,Other
639,32,8/28/2015, aydin,relative,Sexual expectation
640,35,8/27/2015, giresun,partner,Unknown
641,43,8/27/2015, antalya,known man,Fight
642,23,8/26/2015, mersin,boyfriend,Unknown
643,77,8/19/2015, ankara,son,Unknown
644,52,8/19/2015, mersin,known man,Other
645,42,8/17/2015, mugla,partner,Other
646,65,8/16/2015, i̇zmir,partner,Other
647,18,8/16/2015, ankara,partner,Separation & Jealousy
648,36,8/16/2015, kocaeli,known man,Sexual expectation
649,18,8/14/2015, erzurum,boyfriend,Separation & Jealousy
650,29,8/13/2015, eskisehir,partner,Separation & Jealousy
651,64,8/12/2015, samsun,partner,Other
652,45,8/12/2015, adana,known man,Other
653,35,8/11/2015, istanbul,boyfriend,Woman Decision and Preferences
654,,8/10/2015, diyarbakir,partner,Separation & Jealousy
655,32,8/9/2015, sivas,partner,Unknown
656,25,8/8/2015, balikesir,partner,Other
657,30,8/8/2015, diyarbakir,ex-partner,Other
658,,8/7/2015, istanbul,known man,Unknown
659,35,8/5/2015, kirsehir,father-in-law,Other
660,,7/31/2015, diyarbakir,brother,Masculinity&Honor
661,21,7/31/2015, giresun,known man,Woman Decision and Preferences
662,48,7/31/2015, giresun,known man,Woman Decision and Preferences
663,42,7/30/2015, ankara,partner,Other
664,17,7/28/2015, i̇zmir,father,Woman Decision and Preferences
665,67,7/24/2015, mersin,partner,Other
666,20,7/22/2015, i̇zmir,partner,Other
667,26,7/17/2015, afyonkarahisar,partner,Unknown
668,15,7/15/2015, manisa,father,Unknown
669,24,7/14/2015, i̇zmir,boyfriend,Other
670,,7/14/2015, tekirdag,boyfriend,Other
671,32,7/13/2015, aksaray,relative,Other
672,60,7/13/2015, aksaray,partner,Other
673,31,7/13/2015, aksaray,partner,Separation & Jealousy
674,60,7/10/2015, istanbul,partner,Unknown
675,17,7/8/2015, kocaeli,boyfriend,Unknown
676,36,7/6/2015, bilecik,partner,Separation & Jealousy
677,73,7/3/2015, konya,son,Other
678,38,7/3/2015, samsun,partner,Other
679,32,7/2/2015, tokat,partner,Unknown
680,41,6/28/2015, adiyaman,ex-partner,Other
681,20,6/27/2015, karaman,ex-partner,Children
682,43,6/27/2015, karaman,relative,Other
683,12,6/27/2015, karaman,relative,Other
684,13,6/27/2015, karaman,relative,Other
685,41,6/25/2015, adana,partner,Other
686,35,6/20/2015, ankara,boyfriend,Masculinity&Honor
687,18,6/18/2015, mugla,known man,Sexual expectation
688,25,6/18/2015, gaziantep,partner,Other
689,42,6/18/2015, bursa,boyfriend,Other
690,75,6/18/2015, bursa,relative,Other
691,39,6/18/2015, ankara,partner,Other
692,6,6/16/2015, antalya,relative,Unknown
693,42,6/16/2015, antalya,brother,Unknown
694,24,6/15/2015, corum,partner,Masculinity&Honor
695,19,6/13/2015, malatya,relative,Unknown
696,35,6/10/2015, malatya,partner,Unknown
697,5,6/10/2015, malatya,father,Unknown
698,47,6/10/2015, balikesir,known man,Woman Decision and Preferences
699,43,6/9/2015, kocaeli,son,Unknown
700,55,6/7/2015, bolu,partner,Separation & Jealousy
701,18,6/2/2015, antalya,partner,Masculinity&Honor
702,65,6/2/2015, hatay,partner,Other
703,26,6/1/2015, mugla,partner,Household service expectations
704,23,6/1/2015, mugla,ex-partner,Unknown
705,33,6/1/2015, manisa,relative,Unknown
706,63,5/27/2015, elazig,partner,Other
707,19,5/27/2015, kocaeli,partner,Separation & Jealousy
708,39,5/27/2015, mugla,ex-partner,Separation & Jealousy
709,33,5/25/2015, denizli,partner,Woman Decision and Preferences
710,54,5/23/2015, igdir,known man,Other
711,32,5/23/2015, ankara,partner,Unknown
712,39,5/23/2015, corum,boyfriend,Unknown
713,11,5/23/2015, ankara,father,Unknown
714,19,5/22/2015, nevsehir,brother,Masculinity&Honor
715,,5/22/2015, corum,relative,Other
716,28,5/22/2015, diyarbakir,partner,Other
717,43,5/21/2015, bursa,known man,Unknown
718,,5/18/2015, ankara,ex-partner,Unknown
719,40,5/18/2015, kirklareli,ex-partner,Separation & Jealousy
720,53,5/16/2015, ankara,partner,Unknown
721,26,5/16/2015, ankara,partner,Unknown
722,44,5/16/2015, kastamonu,boyfriend,Unknown
723,59,5/15/2015, antalya,boyfriend,Unknown
724,41,5/14/2015, istanbul,partner,Separation & Jealousy
725,55,5/12/2015, istanbul,known man,Other
726,30,5/11/2015, siirt,partner,Unknown
727,39,5/9/2015, istanbul,attacker,Sexual expectation
728,,5/9/2015, giresun,partner,Separation & Jealousy
729,47,5/9/2015, giresun,partner,Separation & Jealousy
730,75,5/9/2015, balikesir,partner,Unknown
731,31,5/7/2015, yalova,ex-partner,Separation & Jealousy
732,32,5/6/2015, konya,relative,Other
733,27,5/3/2015, edirne,partner,Unknown
734,63,4/30/2015, kahramanmaras,attacker,Unknown
735,27,4/28/2015, ankara,partner,Separation & Jealousy
736,27,4/25/2015, adana,known man,Male service expectations
737,24,4/23/2015, bursa,boyfriend,Other
738,36,4/22/2015, adana,relative,Other
739,39,4/21/2015, kahramanmaras,known man,Unknown
740,21,4/20/2015, manisa,boyfriend,Separation & Jealousy
741,27,4/18/2015, hatay,partner,Separation & Jealousy
742,57,4/17/2015, adana,partner,Masculinity&Honor
743,42,4/17/2015, istanbul,ex-partner,Separation & Jealousy
744,23,4/17/2015, mardin,relative,Sexual expectation
745,21,4/16/2015, istanbul,boyfriend,Other
746,40,4/11/2015, ankara,partner,Separation & Jealousy
747,34,4/9/2015, i̇zmir,partner,Separation & Jealousy
748,38,4/7/2015, usak,boyfriend,Separation & Jealousy
749,29,4/7/2015, osmaniye,partner,Unknown
750,43,4/6/2015, kirikkale,known man,Other
751,32,4/6/2015, gaziantep,partner,Other
752,34,4/3/2015, samsun,boyfriend,Other
753,28,4/2/2015, usak,boyfriend,Separation & Jealousy
754,28,4/1/2015, mersin,partner,Children
755,34,3/31/2015, malatya,partner,Separation & Jealousy
756,77,3/30/2015, kocaeli,partner,Unknown
757,44,3/27/2015, i̇zmir,partner,Separation & Jealousy
758,32,3/26/2015, ankara,boyfriend,Unknown
759,20,3/26/2015, istanbul,boyfriend,Unknown
760,30,3/23/2015, konya,partner,Separation & Jealousy
761,43,3/23/2015, yalova,boyfriend,Other
762,21,3/21/2015, istanbul,ex-partner,Separation & Jealousy
763,29,3/20/2015, sivas,partner,Masculinity&Honor
764,28,3/19/2015, gaziantep,relative,Sexual expectation
765,32,3/18/2015, erzurum,boyfriend,Masculinity&Honor
766,35,3/18/2015, antalya,known man,Separation & Jealousy
767,62,3/17/2015, diyarbakir,partner,Separation & Jealousy
768,58,3/17/2015, i̇zmir,partner,Other
769,0,3/17/2015, istanbul,father,Other
770,47,3/17/2015, adana,partner,Other
771,23,3/17/2015, adana,brother,Woman Decision and Preferences
772,27,3/13/2015, i̇zmir,relative,Masculinity&Honor
773,32,3/7/2015, gaziantep,partner,Unknown
774,35,3/7/2015, sanliurfa,partner,Masculinity&Honor
775,32,3/7/2015, istanbul,partner,Masculinity&Honor
776,38,3/5/2015, i̇zmir,partner,Unknown
777,20,3/4/2015, antalya,boyfriend,Other
778,30,3/4/2015, adana,relative,Household service expectations
779,59,3/4/2015, erzurum,partner,Separation & Jealousy
780,56,2/25/2015, kahramanmaras,attacker,Sexual expectation
781,18,2/24/2015, manisa,partner,Other
782,32,2/24/2015, kirikkale,relative,Other
783,36,2/23/2015, denizli,boyfriend,Other
784,28,2/22/2015, kahramanmaras,partner,Unknown
785,5,2/22/2015, kahramanmaras,father,Unknown
786,38,2/21/2015, ankara,boyfriend,Unknown
787,23,2/20/2015, antalya,boyfriend,Separation & Jealousy
788,42,2/19/2015, istanbul,partner,Other
789,45,2/17/2015, i̇zmir,boyfriend,Other
790,27,2/14/2015, diyarbakir,partner,Other
791,20,2/11/2015, mersin,attacker,Sexual expectation
792,59,2/10/2015, i̇zmir,partner,Unknown
793,32,2/10/2015, i̇zmir,father,Unknown
794,35,2/10/2015, i̇zmir,father,Unknown
795,45,2/9/2015, mugla,relative,Other
796,81,2/8/2015, karaman,attacker,Sexual expectation
797,23,2/7/2015, kars,partner,Unknown
798,1,2/7/2015, kars,father,Unknown
799,30,2/7/2015, istanbul,boyfriend,Other
800,52,2/5/2015, adana,partner,Other
801,22,2/4/2015, kutahya,boyfriend,Separation & Jealousy
802,37,1/30/2015, i̇zmir,attacker,Unknown
803,,1/30/2015, istanbul,known man,Other
804,19,1/30/2015, adana,partner,Other
805,17,1/29/2015, sanliurfa,father,Unknown
806,20,1/29/2015, istanbul,partner,Other
807,21,1/26/2015, i̇zmir,partner,Other
808,,1/25/2015, tekirdag,partner,Unknown
809,,1/25/2015, ankara,partner,Other
810,,1/25/2015, ankara,partner,Other
811,21,1/22/2015, kocaeli,known man,Other
812,29,1/20/2015, eskisehir,partner,Separation & Jealousy
813,31,1/18/2015, bolu,boyfriend,Separation & Jealousy
814,35,1/17/2015, mersin,partner,Unknown
815,39,1/16/2015, istanbul,partner,Separation & Jealousy
816,29,1/16/2015, mersin,boyfriend,Unknown
817,71,1/14/2015, ankara,relative,Sexual expectation
818,28,1/14/2015, istanbul,partner,Separation & Jealousy
819,21,1/13/2015, aksaray,boyfriend,Masculinity&Honor
820,,1/13/2015, hatay,partner,Unknown
821,25,1/12/2015, antalya,partner,Unknown
822,51,1/12/2015, mersin,relative,Other
823,17,1/10/2015, kocaeli,boyfriend,Masculinity&Honor
824,42,1/10/2015, kocaeli,relative,Other
825,59,1/10/2015, balikesir,boyfriend,Other
826,20,1/9/2015, istanbul,partner,Other
827,54,1/3/2015, aydin,attacker,Other
828,39,1/2/2015, kirklareli,ex-partner,Other
829,45,12/31/2014, ankara,son,Other
830,25,12/31/2014, istanbul,partner,Separation & Jealousy
831,,12/29/2014, istanbul,ex-partner,Other
832,32,12/29/2014, van,ex-partner,Unknown
833,63,12/25/2014, duzce,partner,Other
834,3,12/24/2014, adana,father,Unknown
835,30,12/24/2014, adana,partner,Unknown
836,0,12/24/2014, adana,father,Unknown
837,23,12/23/2014, istanbul,known man,Unknown
838,38,12/23/2014, aydin,partner,Woman Decision and Preferences
839,63,12/20/2014, istanbul,son,Unknown
840,35,12/19/2014, bursa,partner,Separation & Jealousy
841,,12/19/2014, ankara,relative,Other
842,25,12/17/2014, antalya,ex-partner,Separation & Jealousy
843,33,12/16/2014, i̇zmir,partner,Separation & Jealousy
844,28,12/14/2014, ankara,partner,Separation & Jealousy
845,40,12/14/2014, konya,known man,Woman Decision and Preferences
846,10,12/14/2014, konya,known man,Woman Decision and Preferences
847,36,12/12/2014, burdur,partner,Other
848,22,12/12/2014, karaman,partner,Masculinity&Honor
849,46,12/11/2014, aydin,partner,Unknown
850,38,12/11/2014, kutahya,boyfriend,Other
851,20,12/10/2014, van,known man,Unknown
852,42,12/10/2014, mersin,ex-partner,Separation & Jealousy
853,59,12/8/2014, ankara,son,Unknown
854,33,12/8/2014, rize,known man,Unknown
855,33,12/7/2014, i̇zmir,brother,Masculinity&Honor
856,27,12/2/2014, kocaeli,partner,Masculinity&Honor
857,35,12/1/2014, diyarbakir,partner,Other
858,41,12/1/2014, i̇zmir,ex-partner,Other
859,,12/1/2014, van,partner,Masculinity&Honor
860,49,11/26/2014, antalya,known man,Other
861,29,11/24/2014, edirne,boyfriend,Woman Decision and Preferences
862,17,11/20/2014, kayseri,boyfriend,Separation & Jealousy
863,33,11/19/2014, corum,partner,Other
864,17,11/18/2014, kastamonu,father,Other
865,33,11/17/2014, kocaeli,partner,Other
866,20,11/17/2014, kocaeli,partner,Other
867,17,11/14/2014, i̇zmir,brother,Woman Decision and Preferences
868,21,11/13/2014, hatay,partner,Separation & Jealousy
869,28,11/13/2014, kutahya,ex-partner,Separation & Jealousy
870,26,11/12/2014, usak,boyfriend,Separation & Jealousy
871,21,11/12/2014, trabzon,boyfriend,Separation & Jealousy
872,27,11/11/2014, bolu,known man,Unknown
873,37,11/6/2014, kayseri,partner,Separation & Jealousy
874,31,11/6/2014, konya,partner,Unknown
875,15,11/4/2014, agri,relative,Other
876,42,11/3/2014, mersin,ex-partner,Masculinity&Honor
877,57,11/2/2014, bursa,partner,Household service expectations
878,29,11/1/2014, karaman,partner,Other
879,23,10/28/2014, ankara,ex-partner,Separation & Jealousy
880,52,10/28/2014, giresun,partner,Unknown
881,42,10/25/2014, hatay,known man,Other
882,39,10/25/2014, igdir,partner,Separation & Jealousy
883,28,10/23/2014, istanbul,partner,Separation & Jealousy
884,31,10/19/2014, bursa,relative,Other
885,40,10/18/2014, eskisehir,partner,Separation & Jealousy
886,50,10/16/2014, duzce,partner,Other
887,18,10/13/2014, adana,brother,Masculinity&Honor
888,27,10/11/2014, hatay,partner,Male service expectations
889,32,10/11/2014, aydin,boyfriend,Separation & Jealousy
890,30,10/11/2014, istanbul,son,Unknown
891,31,10/9/2014, mersin,boyfriend,Separation & Jealousy
892,42,10/9/2014, kocaeli,partner,Separation & Jealousy
893,31,10/8/2014, sanliurfa,relative,Other
894,39,10/7/2014, zonguldak,ex-partner,Masculinity&Honor
895,35,10/7/2014, ankara,partner,Separation & Jealousy
896,20,10/6/2014, kocaeli,partner,Other
897,40,10/1/2014, gaziantep,partner,Separation & Jealousy
898,33,10/1/2014, edirne,ex-partner,Separation & Jealousy
899,28,9/29/2014, ankara,partner,Separation & Jealousy
900,16,9/27/2014, diyarbakir,partner,Unknown
901,31,9/26/2014, gaziantep,boyfriend,Other
902,44,9/24/2014, istanbul,partner,Separation & Jealousy
903,35,9/23/2014, ordu,partner,Other
904,33,9/19/2014, ankara,known man,Separation & Jealousy
905,,9/19/2014, istanbul,partner,Unknown
906,18,9/18/2014, sanliurfa,father,Masculinity&Honor
907,39,9/17/2014, istanbul,attacker,Sexual expectation
908,38,9/15/2014, eskisehir,partner,Other
909,34,9/13/2014, istanbul,boyfriend,Other
910,19,9/11/2014, adana,partner,Separation & Jealousy
911,55,9/9/2014, manisa,relative,Other
912,45,9/9/2014, istanbul,known man,Woman Decision and Preferences
913,,9/8/2014, mus,partner,Other
914,20,9/8/2014, mersin,boyfriend,Other
915,44,9/7/2014, adana,partner,Separation & Jealousy
916,42,9/3/2014, i̇zmir,ex-partner,Separation & Jealousy
917,26,9/3/2014, gaziantep,brother,Masculinity&Honor
918,20,9/2/2014, gumushane,relative,Separation & Jealousy
919,27,9/1/2014, denizli,known man,Unknown
920,39,8/30/2014, i̇zmir,known man,Woman Decision and Preferences
921,17,8/30/2014, kahramanmaras,boyfriend,Unknown
922,14,8/26/2014, antalya,relative,Other
923,45,8/25/2014, gaziantep,partner,Other
924,29,8/24/2014, malatya,partner,Other
925,37,8/24/2014, tunceli,partner,Other
926,43,8/20/2014, bursa,relative,Woman Decision and Preferences
927,40,8/17/2014, ankara,ex-partner,Unknown
928,55,8/15/2014, ankara,partner,Sexual expectation
929,23,8/15/2014, istanbul,known man,Masculinity&Honor
930,19,8/15/2014, istanbul,boyfriend,Masculinity&Honor
931,69,8/14/2014, giresun,brother,Other
932,74,8/14/2014, giresun,brother,Other
933,36,8/13/2014, usak,boyfriend,Other
934,56,8/12/2014, trabzon,partner,Children
935,26,8/10/2014, istanbul,known man,Unknown
936,30,8/8/2014, batman,known man,Separation & Jealousy
937,18,8/8/2014, sanliurfa,brother,Masculinity&Honor
938,50,8/8/2014, batman,known man,Separation & Jealousy
939,15,8/8/2014, batman,known man,Separation & Jealousy
940,18,8/8/2014, batman,known man,Separation & Jealousy
941,47,8/2/2014, istanbul,partner,Children
942,27,8/1/2014, i̇zmir,boyfriend,Other
943,26,7/28/2014, istanbul,partner,Separation & Jealousy
944,37,7/26/2014, denizli,partner,Separation & Jealousy
945,49,7/25/2014, adana,partner,Other
946,37,7/24/2014, istanbul,partner,Unknown
947,34,7/23/2014, kocaeli,boyfriend,Unknown
948,24,7/22/2014, adana,partner,Separation & Jealousy
949,50,7/22/2014, antalya,known man,Unknown
950,40,7/19/2014, istanbul,partner,Other
951,63,7/15/2014, kirikkale,partner,Masculinity&Honor
952,24,7/14/2014, istanbul,partner,Other
953,38,7/13/2014, antalya,ex-partner,Masculinity&Honor
954,20,7/10/2014, istanbul,boyfriend,Other
955,19,7/9/2014, sakarya,boyfriend,Masculinity&Honor
956,21,7/8/2014, canakkale,partner,Separation & Jealousy
957,25,7/8/2014, i̇zmir,partner,Unknown
958,56,7/6/2014, bursa,son,Other
959,29,7/6/2014, ankara,father,Masculinity&Honor
960,20,7/4/2014, sanliurfa,brother,Masculinity&Honor
961,36,7/3/2014, istanbul,partner,Separation & Jealousy
962,27,7/3/2014, i̇zmir,partner,Other
963,34,7/3/2014, adana,partner,Unknown
964,74,7/2/2014, erzurum,partner,Masculinity&Honor
965,18,7/2/2014, istanbul,partner,Unknown
966,33,7/1/2014, samsun,partner,Masculinity&Honor
967,,7/1/2014, ankara,known man,Other
968,31,7/1/2014, bilecik,ex-partner,Other
969,50,7/1/2014, mugla,boyfriend,Unknown
970,,7/1/2014, ankara,ex-partner,Separation & Jealousy
971,74,6/26/2014, sivas,partner,Other
972,54,6/24/2014, eskisehir,partner,Other
973,38,6/19/2014, tekirdag,partner,Unknown
974,,6/19/2014, erzurum,partner,Separation & Jealousy
975,40,6/18/2014, i̇zmir,partner,Other
976,48,6/16/2014, istanbul,partner,Unknown
977,14,6/16/2014, istanbul,father,Unknown
978,29,6/16/2014, istanbul,boyfriend,Other
979,37,6/13/2014, istanbul,partner,Unknown
980,30,6/9/2014, sirnak,partner,Other
981,24,6/8/2014, agri,known man,Sexual expectation
982,24,6/7/2014, istanbul,brother,Woman Decision and Preferences
983,22,6/6/2014, burdur,relative,Other
984,84,6/4/2014, eskisehir,known man,Other
985,34,5/31/2014, adana,partner,Separation & Jealousy
986,33,5/30/2014, karaman,partner,Other
987,23,5/30/2014, gaziantep,brother,Other
988,25,5/30/2014, gaziantep,brother,Other
989,33,5/30/2014, gaziantep,partner,Separation & Jealousy
990,30,5/28/2014, erzurum,partner,Woman Decision and Preferences
991,22,5/27/2014, manisa,partner,Unknown
992,37,5/24/2014, istanbul,partner,Separation & Jealousy
993,17,5/22/2014, istanbul,relative,Unknown
994,45,5/22/2014, istanbul,partner,Unknown
995,17,5/22/2014, istanbul,relative,Unknown
996,24,5/20/2014, corum,ex-partner,Separation & Jealousy
997,63,5/17/2014, osmaniye,partner,Unknown
998,23,5/13/2014, istanbul,boyfriend,Other
999,8,5/10/2014, hatay,father,Other
1000,28,5/10/2014, hatay,partner,Other
1001,43,5/10/2014, hatay,boyfriend,Other
1002,21,5/8/2014, konya,relative,Other
1003,19,5/8/2014, konya,partner,Other
1004,26,5/6/2014, mugla,boyfriend,Masculinity&Honor
1005,37,5/4/2014, erzurum,father-in-law,Unknown
1006,27,5/4/2014, amasya,partner,Children
1007,37,5/3/2014, istanbul,partner,Other
1008,33,5/2/2014, yozgat,partner,Separation & Jealousy
1009,33,4/29/2014, istanbul,partner,Separation & Jealousy
