,age,date,prov_name,perpetrator_en_new,excuses_cat
1488,12,12/24/2011, kahramanmaras,attacker,Sexual expectation
1489,58,12/23/2011, sakarya,partner,Other
1490,32,12/23/2011, kocaeli,attacker,Other
1491,22,12/20/2011, malatya,ex-partner,Separation & Jealousy
1492,19,12/20/2011, nevsehir,partner,Other
1493,36,12/19/2011, amasya,partner,Unknown
1494,16,12/19/2011, amasya,relative,Unknown
1495,65,12/16/2011, nevsehir,attacker,Other
1496,45,12/15/2011, kocaeli,partner,Other
1497,30,12/14/2011, trabzon,partner,Separation & Jealousy
1498,33,12/14/2011, konya,attacker,Sexual expectation
1499,24,12/14/2011, zonguldak,ex-partner,Separation & Jealousy
1500,45,12/9/2011, tokat,partner,Other
1501,34,12/5/2011, denizli,ex-partner,Other
1502,36,12/3/2011, istanbul,partner,Separation & Jealousy
1503,66,11/26/2011, antalya,partner,Other
1504,21,11/23/2011, bursa,known man,Fight
1505,57,11/20/2011, antalya,partner,Masculinity&Honor
1506,31,11/17/2011, istanbul,partner,Masculinity&Honor
1507,30,11/17/2011, adana,ex-partner,Separation & Jealousy
1508,40,11/15/2011, kahramanmaras,relative,Masculinity&Honor
1509,22,11/15/2011, denizli,father-in-law,Masculinity&Honor
1510,40,11/14/2011, adana,son,Unknown
1511,37,11/13/2011, konya,partner,Separation & Jealousy
1512,42,11/12/2011, tekirdag,partner,Separation & Jealousy
1513,55,11/12/2011, ankara,partner,Separation & Jealousy
1514,16,11/6/2011, i̇zmir,relative,Woman Decision and Preferences
1515,42,11/6/2011, i̇zmir,partner,Woman Decision and Preferences
1516,28,11/2/2011, adana,brother,Masculinity&Honor
1517,19,11/1/2011, gaziantep,father,Woman Decision and Preferences
1518,36,10/31/2011, bursa,attacker,Other
1519,18,10/29/2011, ankara,boyfriend,Separation & Jealousy
1520,30,10/27/2011, bursa,partner,Separation & Jealousy
1521,30,10/26/2011, gaziantep,partner,Separation & Jealousy
1522,24,10/21/2011, aydin,partner,Separation & Jealousy
1523,31,10/19/2011, istanbul,partner,Separation & Jealousy
1524,20,10/14/2011, gaziantep,partner,Masculinity&Honor
1525,28,10/14/2011, i̇zmir,partner,Separation & Jealousy
1526,15,10/13/2011, kahramanmaras,father,Masculinity&Honor
1527,35,10/12/2011, ankara,son,Masculinity&Honor
1528,32,10/12/2011, balikesir,partner,Separation & Jealousy
1529,34,10/10/2011, cankiri,partner,Other
1530,33,10/8/2011, manisa,partner,Separation & Jealousy
1531,30,10/8/2011, osmaniye,partner,Other
1532,24,10/7/2011, gaziantep,brother,Woman Decision and Preferences
1533,25,10/6/2011, i̇zmir,ex-partner,Unknown
1534,20,10/4/2011, tokat,partner,Unknown
1535,52,10/2/2011, kutahya,partner,Separation & Jealousy
1536,47,10/1/2011, mersin,partner,Separation & Jealousy
1537,32,9/27/2011, elazig,brother,Masculinity&Honor
1538,34,9/26/2011, kocaeli,ex-partner,Separation & Jealousy
1539,34,9/25/2011, kirikkale,partner,Unknown
1540,39,9/25/2011, adana,boyfriend,Separation & Jealousy
1541,35,9/24/2011, denizli,boyfriend,Separation & Jealousy
1542,33,9/24/2011, yalova,ex-partner,Masculinity&Honor
1543,80,9/24/2011, mersin,attacker,Other
1544,23,9/22/2011, konya,boyfriend,Separation & Jealousy
1545,22,9/21/2011, bolu,partner,Other
1546,32,9/19/2011, sakarya,ex-partner,Separation & Jealousy
1547,31,9/17/2011, kayseri,boyfriend,Masculinity&Honor
1548,29,9/16/2011, i̇zmir,boyfriend,Other
1549,22,9/15/2011, diyarbakir,brother,Other
1550,48,9/14/2011, kahramanmaras,boyfriend,Other
1551,65,9/9/2011, kars,partner,Other
1552,30,9/9/2011, adana,boyfriend,Separation & Jealousy
1553,32,9/8/2011, mersin,partner,Separation & Jealousy
1554,24,9/8/2011, rize,brother,Masculinity&Honor
1555,49,9/5/2011, ordu,partner,Woman Decision and Preferences
1556,34,9/3/2011, istanbul,partner,Separation & Jealousy
1557,19,9/2/2011, mersin,boyfriend,Separation & Jealousy
1558,51,9/1/2011, ankara,partner,Other
1559,14,9/1/2011, zonguldak,known man,Masculinity&Honor
1560,39,8/30/2011, sakarya,partner,Separation & Jealousy
1561,58,8/25/2011, kastamonu,partner,Other
1562,33,8/25/2011, zonguldak,partner,Separation & Jealousy
1563,21,8/24/2011, corum,partner,Unknown
1564,35,8/24/2011, i̇zmir,partner,Separation & Jealousy
1565,22,8/22/2011, adana,partner,Separation & Jealousy
1566,,8/19/2011, ankara,partner,Other
1567,50,8/19/2011, i̇zmir,known man,Separation & Jealousy
1568,54,8/19/2011, i̇zmir,known man,Separation & Jealousy
1569,63,8/17/2011, istanbul,partner,Other
1570,27,8/9/2011, usak,partner,Separation & Jealousy
1571,24,8/4/2011, giresun,ex-partner,Separation & Jealousy
1572,20,8/4/2011, i̇zmir,partner,Separation & Jealousy
1573,38,8/3/2011, van,partner,Other
1574,24,8/1/2011, istanbul,attacker,Woman Decision and Preferences
1575,30,8/1/2011, adana,partner,Separation & Jealousy
1576,23,7/31/2011, eskisehir,boyfriend,Separation & Jealousy
1577,28,7/30/2011, van,partner,Other
1578,41,7/29/2011, istanbul,ex-partner,Separation & Jealousy
1579,53,7/29/2011, burdur,partner,Woman Decision and Preferences
1580,37,7/28/2011, mersin,boyfriend,Woman Decision and Preferences
1581,34,7/24/2011, ankara,partner,Separation & Jealousy
1582,30,7/22/2011, kars,partner,Unknown
1583,21,7/20/2011, hatay,relative,Masculinity&Honor
1584,26,7/19/2011, i̇zmir,partner,Masculinity&Honor
1585,36,7/17/2011, kocaeli,partner,Unknown
1586,45,7/15/2011, i̇zmir,partner,Woman Decision and Preferences
1587,16,7/14/2011, istanbul,attacker,Unknown
1588,24,7/14/2011, konya,partner,Unknown
1589,45,7/12/2011, ordu,partner,Unknown
1590,20,7/9/2011, van,partner,Separation & Jealousy
1591,21,7/9/2011, adana,partner,Other
1592,33,7/9/2011, samsun,partner,Other
1593,38,7/9/2011, istanbul,ex-partner,Unknown
1594,18,7/8/2011, kahramanmaras,boyfriend,Other
1595,33,7/8/2011, ankara,partner,Separation & Jealousy
1596,73,7/1/2011, kirsehir,relative,Sexual expectation
1597,61,6/30/2011, bursa,relative,Unknown
1598,31,6/29/2011, kayseri,partner,Separation & Jealousy
1599,37,6/27/2011, malatya,partner,Unknown
1600,45,6/25/2011, mugla,ex-partner,Separation & Jealousy
1601,24,6/25/2011, i̇zmir,partner,Separation & Jealousy
1602,25,6/23/2011, bitlis,ex-partner,Other
1603,18,6/23/2011, duzce,partner,Separation & Jealousy
1604,45,6/22/2011, bartin,partner,Separation & Jealousy
1605,21,6/22/2011, ankara,partner,Masculinity&Honor
1606,44,6/20/2011, zonguldak,partner,Other
1607,50,6/19/2011, denizli,partner,Separation & Jealousy
1608,60,6/14/2011, i̇zmir,partner,Unknown
1609,21,6/14/2011, diyarbakir,partner,Other
1610,80,6/11/2011, balikesir,son,Other
1611,13,6/11/2011, istanbul,known man,Unknown
1612,38,6/11/2011, istanbul,ex-partner,Separation & Jealousy
1613,,6/10/2011, tokat,ex-partner,Unknown
1614,60,6/10/2011, tokat,partner,Unknown
1615,17,6/10/2011, giresun,known man,Separation & Jealousy
1616,50,6/6/2011, i̇zmir,known man,Separation & Jealousy
1617,32,5/31/2011, kayseri,partner,Unknown
1618,19,5/31/2011, hakkâri,partner,Unknown
1619,35,5/29/2011, istanbul,boyfriend,Masculinity&Honor
1620,26,5/29/2011, antalya,partner,Unknown
1621,24,5/28/2011, kayseri,partner,Separation & Jealousy
1622,52,5/26/2011, istanbul,partner,Other
1623,39,5/26/2011, denizli,partner,Unknown
1624,42,5/20/2011, istanbul,partner,Separation & Jealousy
1625,73,5/19/2011, konya,partner,Unknown
1626,56,5/18/2011, balikesir,partner,Unknown
1627,5,5/17/2011, gaziantep,known man,Sexual expectation
1628,37,5/14/2011, istanbul,known man,Other
1629,21,5/13/2011, kirklareli,known man,Separation & Jealousy
1630,38,5/11/2011, istanbul,partner,Other
1631,22,5/9/2011, mardin,partner,Other
1632,15,5/7/2011, elazig,relative,Separation & Jealousy
1633,8,5/5/2011, gaziantep,known man,Fight
1634,8,5/5/2011, gaziantep,known man,Fight
1635,34,5/5/2011, gaziantep,known man,Fight
1636,14,5/5/2011, gaziantep,known man,Fight
1637,39,5/4/2011, aydin,known man,Separation & Jealousy
1638,31,4/27/2011, istanbul,ex-partner,Children
1639,39,4/25/2011, antalya,ex-partner,Separation & Jealousy
1640,36,4/24/2011, i̇zmir,partner,Separation & Jealousy
1641,52,4/24/2011, mugla,ex-partner,Masculinity&Honor
1642,19,4/21/2011, i̇zmir,known man,Separation & Jealousy
1643,35,4/19/2011, mersin,partner,Male service expectations
1644,67,4/18/2011, denizli,partner,Masculinity&Honor
1645,40,4/15/2011, adana,partner,Separation & Jealousy
1646,21,4/14/2011, balikesir,boyfriend,Separation & Jealousy
1647,31,4/13/2011, istanbul,partner,Separation & Jealousy
1648,32,4/12/2011, i̇zmir,partner,Other
1649,38,4/11/2011, samsun,partner,Masculinity&Honor
1650,24,4/4/2011, i̇zmir,partner,Unknown
1651,25,4/1/2011, kirsehir,boyfriend,Unknown
1652,31,4/1/2011, istanbul,brother,Masculinity&Honor
1653,33,3/31/2011, konya,boyfriend,Other
1654,42,3/28/2011, samsun,partner,Separation & Jealousy
1655,19,3/28/2011, balikesir,boyfriend,Separation & Jealousy
1656,21,3/27/2011, antalya,partner,Unknown
1657,20,3/26/2011, aydin,attacker,Sexual expectation
1658,23,3/25/2011, elazig,partner,Separation & Jealousy
1659,43,3/25/2011, istanbul,son,Other
1660,19,3/23/2011, konya,partner,Separation & Jealousy
1661,35,3/22/2011, bursa,partner,Other
1662,,3/19/2011, ankara,ex-partner,Separation & Jealousy
1663,24,3/19/2011, antalya,partner,Separation & Jealousy
1664,33,3/17/2011, istanbul,partner,Separation & Jealousy
1665,46,3/16/2011, adana,son,Masculinity&Honor
1666,22,3/16/2011, adana,brother,Masculinity&Honor
1667,15,3/16/2011, adana,brother,Masculinity&Honor
1668,26,3/13/2011, osmaniye,father-in-law,Other
1669,26,3/10/2011, adana,partner,Other
1670,38,3/7/2011, balikesir,father,Male service expectations
1671,42,3/5/2011, tekirdag,ex-partner,Other
1672,19,3/3/2011, bartin,boyfriend,Unknown
1673,19,3/1/2011, mersin,brother,Masculinity&Honor
1674,34,2/28/2011, antalya,partner,Separation & Jealousy
1675,31,2/26/2011, istanbul,boyfriend,Other
1676,43,2/23/2011, istanbul,partner,Separation & Jealousy
1677,51,2/23/2011, adana,partner,Separation & Jealousy
1678,48,2/23/2011, mersin,partner,Other
1679,28,2/21/2011, eskisehir,ex-partner,Separation & Jealousy
1680,34,2/20/2011, karaman,partner,Separation & Jealousy
1681,43,2/20/2011, sanliurfa,relative,Other
1682,37,2/19/2011, mersin,partner,Unknown
1683,21,2/19/2011, gaziantep,ex-partner,Separation & Jealousy
1684,60,2/16/2011, edirne,known man,Unknown
1685,59,2/15/2011, istanbul,partner,Separation & Jealousy
1686,18,2/14/2011, elazig,father,Separation & Jealousy
1687,21,2/12/2011, kayseri,partner,Masculinity&Honor
1688,33,2/10/2011, istanbul,partner,Separation & Jealousy
1689,50,2/8/2011, bartin,known man,Other
1690,25,2/8/2011, istanbul,partner,Separation & Jealousy
1691,45,2/7/2011, zonguldak,known man,Unknown
1692,50,2/7/2011, tekirdag,ex-partner,Masculinity&Honor
1693,43,2/7/2011, zonguldak,known man,Unknown
1694,42,2/5/2011, sanliurfa,partner,Separation & Jealousy
1695,34,2/4/2011, nevsehir,ex-partner,Woman Decision and Preferences
1696,66,2/4/2011, nevsehir,relative,Unknown
1697,29,2/3/2011, antalya,partner,Masculinity&Honor
1698,59,2/1/2011, gaziantep,son,Masculinity&Honor
1699,42,1/27/2011, mersin,partner,Unknown
1700,41,1/26/2011, gaziantep,father,Masculinity&Honor
1701,20,1/25/2011, yozgat,father,Masculinity&Honor
1702,28,1/21/2011, sanliurfa,partner,Unknown
1703,12,1/20/2011, ankara,father,Unknown
1704,38,1/20/2011, i̇zmir,partner,Separation & Jealousy
1705,19,1/17/2011, diyarbakir,partner,Masculinity&Honor
1706,29,1/16/2011, adana,brother,Unknown
1707,57,1/14/2011, igdir,relative,Fight
1708,44,1/12/2011, isparta,boyfriend,Unknown
1709,38,1/10/2011, kahramanmaras,partner,Woman Decision and Preferences
1710,29,1/9/2011, i̇zmir,brother,Unknown
1711,24,1/8/2011, balikesir,ex-partner,Separation & Jealousy
1712,37,1/5/2011, manisa,partner,Other
1713,16,1/4/2011, igdir,brother,Masculinity&Honor
1714,,1/2/2011, kirikkale,partner,Separation & Jealousy
1715,55,1/1/2011, istanbul,attacker,Other
1716,,12/31/2010, ankara,partner,Separation & Jealousy
1717,32,12/28/2010, nigde,partner,Separation & Jealousy
1718,52,12/28/2010, nigde,partner,Other
1719,37,12/25/2010, konya,known man,Sexual expectation
1720,15,12/23/2010, istanbul,relative,Other
1721,23,12/23/2010, ankara,partner,Other
1722,35,12/23/2010, istanbul,ex-partner,Separation & Jealousy
1723,18,12/23/2010, sanliurfa,relative,Other
1724,22,12/22/2010, sanliurfa,partner,Other
1725,50,12/21/2010, i̇zmir,partner,Other
1726,33,12/21/2010, konya,ex-partner,Masculinity&Honor
1727,63,12/18/2010, zonguldak,partner,Unknown
1728,26,12/14/2010, istanbul,brother,Woman Decision and Preferences
1729,27,12/12/2010, mersin,boyfriend,Unknown
1730,42,12/7/2010, ankara,ex-partner,Unknown
1731,39,12/6/2010, mugla,partner,Separation & Jealousy
1732,36,12/3/2010, denizli,boyfriend,Separation & Jealousy
1733,9,12/2/2010, i̇zmir,father,Children
1734,35,11/29/2010, aydin,partner,Other
1735,32,11/24/2010, mersin,ex-partner,Separation & Jealousy
1736,18,11/22/2010, i̇zmir,ex-partner,Separation & Jealousy
1737,20,11/18/2010, gaziantep,father,Masculinity&Honor
1738,21,11/18/2010, gaziantep,father,Masculinity&Honor
1739,39,11/15/2010, sakarya,partner,Masculinity&Honor
1740,28,11/15/2010, bursa,boyfriend,Separation & Jealousy
1741,73,11/13/2010, kayseri,relative,Other
1742,20,11/12/2010, i̇zmir,boyfriend,Unknown
1743,7,11/10/2010, van,attacker,Sexual expectation
1744,43,11/10/2010, van,attacker,Unknown
1745,15,11/10/2010, van,attacker,Sexual expectation
1746,30,11/9/2010, mugla,partner,Other
1747,38,11/9/2010, gaziantep,known man,Other
1748,27,11/4/2010, malatya,partner,Unknown
1749,28,11/4/2010, istanbul,boyfriend,Other
1750,36,10/29/2010, mersin,partner,Other
1751,41,10/29/2010, mugla,partner,Household service expectations
1752,35,10/28/2010, istanbul,ex-partner,Separation & Jealousy
1753,44,10/27/2010, istanbul,boyfriend,Separation & Jealousy
1754,15,10/25/2010, diyarbakir,relative,Sexual expectation
1755,23,10/25/2010, hakkâri,partner,Masculinity&Honor
1756,40,10/22/2010, istanbul,relative,Other
1757,25,10/21/2010, adana,brother,Masculinity&Honor
1758,40,10/21/2010, ankara,relative,Unknown
1759,38,10/18/2010, istanbul,partner,Other
1760,18,10/18/2010, istanbul,partner,Separation & Jealousy
1761,18,10/16/2010, adana,brother,Other
1762,32,10/16/2010, adana,brother,Male service expectations
1763,55,10/16/2010, adana,son,Other
1764,51,10/15/2010, ankara,brother,Other
1765,25,10/12/2010, aydin,boyfriend,Masculinity&Honor
1766,44,10/11/2010, konya,known man,Unknown
1767,32,10/10/2010, konya,relative,Other
1768,32,10/6/2010, kutahya,partner,Separation & Jealousy
1769,28,10/4/2010, i̇zmir,ex-partner,Unknown
1770,30,10/4/2010, mersin,boyfriend,Separation & Jealousy
1771,71,10/1/2010, mersin,attacker,Unknown
1772,58,9/30/2010, konya,partner,Other
1773,83,9/28/2010, sakarya,relative,Sexual expectation
1774,72,9/28/2010, bursa,partner,Other
1775,35,9/27/2010, gaziantep,boyfriend,Separation & Jealousy
1776,36,9/27/2010, i̇zmir,partner,Separation & Jealousy
1777,,9/25/2010, istanbul,partner,Separation & Jealousy
1778,55,9/24/2010, hatay,relative,Other
1779,55,9/22/2010, duzce,partner,Other
1780,42,9/18/2010, eskisehir,partner,Masculinity&Honor
1781,20,9/18/2010, kocaeli,partner,Separation & Jealousy
1782,31,9/15/2010, gaziantep,partner,Unknown
1783,34,9/14/2010, istanbul,ex-partner,Separation & Jealousy
1784,11,9/14/2010, eskisehir,attacker,Sexual expectation
1785,23,9/14/2010, istanbul,partner,Separation & Jealousy
1786,20,9/13/2010, sanliurfa,brother,Masculinity&Honor
1787,29,9/13/2010, gaziantep,brother,Masculinity&Honor
1788,43,9/9/2010, adana,partner,Separation & Jealousy
1789,48,9/8/2010, aksaray,partner,Separation & Jealousy
1790,33,9/6/2010, kastamonu,partner,Other
1791,38,9/6/2010, mersin,partner,Other
1792,12,9/2/2010, erzurum,relative,Sexual expectation
1793,57,8/29/2010, mugla,relative,Unknown
1794,48,8/28/2010, istanbul,partner,Other
1795,44,8/28/2010, istanbul,boyfriend,Masculinity&Honor
1796,30,8/28/2010, istanbul,relative,Other
1797,33,8/27/2010, trabzon,boyfriend,Other
1798,24,8/27/2010, batman,partner,Other
1799,16,8/27/2010, kilis,brother,Woman Decision and Preferences
1800,43,8/26/2010, diyarbakir,partner,Household service expectations
1801,27,8/24/2010, kayseri,partner,Separation & Jealousy
1802,25,8/24/2010, siirt,partner,Separation & Jealousy
1803,24,8/24/2010, adana,partner,Household service expectations
1804,35,8/23/2010, adana,partner,Other
1805,27,8/19/2010, istanbul,known man,Masculinity&Honor
1806,17,8/17/2010, manisa,known man,Sexual expectation
1807,50,8/16/2010, kocaeli,partner,Other
1808,,8/16/2010, konya,partner,Other
1809,53,8/16/2010, bursa,ex-partner,Separation & Jealousy
1810,33,8/15/2010, ankara,ex-partner,Unknown
1811,38,8/15/2010, ankara,relative,Other
1812,27,8/14/2010, i̇zmir,partner,Separation & Jealousy
1813,21,8/13/2010, kayseri,partner,Other
1814,52,8/13/2010, gaziantep,partner,Other
1815,46,8/13/2010, osmaniye,partner,Unknown
1816,42,8/13/2010, ankara,boyfriend,Separation & Jealousy
1817,29,8/12/2010, van,ex-partner,Unknown
1818,61,8/11/2010, istanbul,boyfriend,Other
1819,41,8/11/2010, mersin,partner,Separation & Jealousy
1820,37,8/10/2010, istanbul,known man,Other
1821,50,8/5/2010, antalya,father-in-law,Unknown
1822,41,8/4/2010, ankara,boyfriend,Separation & Jealousy
1823,22,8/4/2010, ankara,known man,Other
1824,42,8/4/2010, aydin,attacker,Unknown
1825,30,8/4/2010, bursa,partner,Other
1826,48,8/1/2010, istanbul,partner,Unknown
1827,19,8/1/2010, eskisehir,partner,Separation & Jealousy
1828,22,8/1/2010, istanbul,father,Unknown
1829,20,7/30/2010, sanliurfa,relative,Other
1830,46,7/29/2010, eskisehir,partner,Separation & Jealousy
1831,25,7/29/2010, bursa,boyfriend,Other
1832,40,7/28/2010, usak,ex-partner,Separation & Jealousy
1833,27,7/26/2010, adana,known man,Unknown
1834,20,7/26/2010, adana,ex-partner,Unknown
1835,19,7/26/2010, bursa,boyfriend,Separation & Jealousy
1836,22,7/23/2010, antalya,boyfriend,Other
1837,41,7/22/2010, kastamonu,partner,Other
1838,39,7/21/2010, i̇zmir,boyfriend,Masculinity&Honor
1839,22,7/20/2010, antalya,partner,Separation & Jealousy
1840,44,7/20/2010, i̇zmir,partner,Separation & Jealousy
1841,35,7/17/2010, istanbul,boyfriend,Unknown
1842,48,7/16/2010, istanbul,ex-partner,Separation & Jealousy
1843,43,7/14/2010, ankara,partner,Separation & Jealousy
1844,24,7/13/2010, istanbul,boyfriend,Separation & Jealousy
1845,2,7/13/2010, amasya,attacker,Sexual expectation
1846,17,7/13/2010, mugla,ex-partner,Unknown
1847,24,7/11/2010, karaman,ex-partner,Unknown
1848,40,7/9/2010, ankara,father,Other
1849,30,7/9/2010, bursa,partner,Separation & Jealousy
1850,57,7/9/2010, ankara,partner,Other
1851,24,7/6/2010, karaman,partner,Separation & Jealousy
1852,57,7/3/2010, bursa,attacker,Other
1853,45,7/1/2010, tekirdag,partner,Separation & Jealousy
1854,19,7/1/2010, i̇zmir,relative,Woman Decision and Preferences
1855,50,6/28/2010, ankara,partner,Other
1856,24,6/25/2010, istanbul,ex-partner,Masculinity&Honor
1857,50,6/22/2010, adana,partner,Household service expectations
1858,36,6/19/2010, mugla,ex-partner,Separation & Jealousy
1859,,6/16/2010, adana,partner,Other
1860,53,6/15/2010, balikesir,attacker,Separation & Jealousy
1861,26,6/15/2010, denizli,partner,Separation & Jealousy
1862,62,6/12/2010, ankara,partner,Masculinity&Honor
1863,31,6/12/2010, diyarbakir,partner,Other
1864,36,6/10/2010, corum,partner,Separation & Jealousy
1865,70,6/7/2010, ankara,partner,Unknown
1866,48,6/4/2010, sanliurfa,relative,Separation & Jealousy
1867,42,6/2/2010, adana,partner,Sexual expectation
1868,50,5/29/2010, kayseri,son,Other
1869,77,5/28/2010, kutahya,partner,Unknown
1870,45,5/28/2010, istanbul,partner,Other
1871,35,5/27/2010, antalya,attacker,Other
1872,21,5/26/2010, hatay,partner,Separation & Jealousy
1873,38,5/26/2010, gaziantep,known man,Unknown
1874,36,5/24/2010, istanbul,partner,Separation & Jealousy
1875,,5/23/2010, tekirdag,boyfriend,Separation & Jealousy
1876,38,5/21/2010, denizli,ex-partner,Unknown
1877,21,5/20/2010, istanbul,boyfriend,Woman Decision and Preferences
1878,24,5/19/2010, mersin,partner,Unknown
1879,26,5/17/2010, antalya,boyfriend,Woman Decision and Preferences
1880,22,5/14/2010, adana,partner,Other
1881,39,5/14/2010, mersin,partner,Woman Decision and Preferences
1882,18,5/8/2010, ankara,known man,Separation & Jealousy
1883,26,5/8/2010, kahramanmaras,ex-partner,Other
1884,32,5/7/2010, ankara,partner,Separation & Jealousy
1885,45,5/6/2010, mugla,partner,Unknown
1886,25,5/5/2010, istanbul,ex-partner,Separation & Jealousy
1887,16,5/4/2010, corum,attacker,Separation & Jealousy
1888,42,4/30/2010, ordu,partner,Unknown
1889,20,4/29/2010, kars,partner,Unknown
1890,42,4/29/2010, mugla,relative,Unknown
1891,39,4/28/2010, manisa,partner,Separation & Jealousy
1892,35,4/28/2010, antalya,partner,Separation & Jealousy
1893,41,4/26/2010, adana,relative,Separation & Jealousy
1894,,4/26/2010, aydin,partner,Masculinity&Honor
1895,22,4/26/2010, i̇zmir,attacker,Unknown
1896,27,4/26/2010, i̇zmir,attacker,Unknown
1897,22,4/24/2010, bursa,ex-partner,Other
1898,22,4/23/2010, agri,brother,Masculinity&Honor
1899,51,4/21/2010, istanbul,ex-partner,Unknown
1900,29,4/17/2010, bursa,ex-partner,Separation & Jealousy
1901,36,4/15/2010, gaziantep,ex-partner,Unknown
1902,37,4/12/2010, kocaeli,partner,Separation & Jealousy
1903,32,4/9/2010, mugla,partner,Separation & Jealousy
1904,38,4/8/2010, igdir,partner,Unknown
1905,28,4/8/2010, diyarbakir,partner,Household service expectations
1906,6,4/7/2010, i̇zmir,father,Other
1907,25,4/6/2010, aydin,ex-partner,Children
1908,50,4/6/2010, aydin,relative,Other
1909,33,4/3/2010, aydin,partner,Separation & Jealousy
1910,18,4/1/2010, istanbul,attacker,Other
1911,41,4/1/2010, tekirdag,partner,Unknown
1912,30,3/30/2010, cankiri,ex-partner,Unknown
1913,,3/28/2010, adana,partner,Other
1914,56,3/28/2010, istanbul,partner,Children
1915,47,3/22/2010, kahramanmaras,attacker,Sexual expectation
1916,27,3/22/2010, erzincan,partner,Masculinity&Honor
1917,19,3/20/2010, i̇zmir,boyfriend,Separation & Jealousy
1918,51,3/18/2010, diyarbakir,partner,Unknown
1919,,3/18/2010, istanbul,ex-partner,Masculinity&Honor
1920,39,3/18/2010, tekirdag,ex-partner,Unknown
1921,50,3/18/2010, istanbul,relative,Other
1922,16,3/18/2010, edirne,boyfriend,Unknown
1923,39,3/17/2010, gaziantep,brother,Masculinity&Honor
1924,37,3/12/2010, bursa,partner,Other
1925,17,3/12/2010, bursa,father,Other
1926,43,3/12/2010, adana,relative,Children
1927,9,3/12/2010, ankara,attacker,Unknown
1928,24,3/12/2010, ardahan,attacker,Separation & Jealousy
1929,50,3/11/2010, edirne,partner,Separation & Jealousy
1930,0,3/8/2010, malatya,father,Unknown
1931,47,3/5/2010, i̇zmir,partner,Other
1932,40,3/5/2010, samsun,partner,Other
1933,25,3/4/2010, istanbul,ex-partner,Separation & Jealousy
1934,35,3/1/2010, istanbul,relative,Separation & Jealousy
1935,63,3/1/2010, samsun,partner,Unknown
1936,24,2/27/2010, malatya,attacker,Sexual expectation
1937,44,2/23/2010, canakkale,partner,Unknown
1938,14,2/23/2010, canakkale,father,Unknown
1939,20,2/23/2010, mersin,boyfriend,Separation & Jealousy
1940,10,2/23/2010, canakkale,father,Unknown
1941,18,2/22/2010, eskisehir,brother,Other
1942,44,2/22/2010, eskisehir,son,Other
1943,42,2/21/2010, malatya,partner,Separation & Jealousy
1944,40,2/20/2010, malatya,partner,Other
1945,30,2/20/2010, diyarbakir,relative,Unknown
1946,35,2/19/2010, istanbul,partner,Other
1947,29,2/18/2010, istanbul,ex-partner,Unknown
1948,28,2/17/2010, duzce,attacker,Sexual expectation
1949,35,2/15/2010, sakarya,ex-partner,Unknown
1950,35,2/13/2010, adana,partner,Other
1951,50,2/12/2010, eskisehir,son,Unknown
1952,46,2/11/2010, bolu,son,Other
1953,44,2/7/2010, yalova,partner,Other
1954,23,2/6/2010, adana,partner,Separation & Jealousy
1955,4,2/3/2010, gaziantep,relative,Fight
1956,29,1/28/2010, kocaeli,known man,Other
1957,34,1/28/2010, gaziantep,partner,Other
1958,20,1/17/2010, diyarbakir,partner,Unknown
1959,24,1/14/2010, ankara,relative,Masculinity&Honor
1960,34,1/12/2010, adana,attacker,Separation & Jealousy
1961,57,1/12/2010, kutahya,brother,Unknown
1962,34,1/11/2010, adana,boyfriend,Unknown
1963,,1/3/2010, bitlis,partner,Separation & Jealousy
